Q1-Location,Q2-Price,Rooms,0,Bathrooms,Car Parks,Q6-Property Type,Q8-Furnishing
15,71,3,0,2,2,26,3
1,2123,3,0,3,2,3,2
4,357,2,0,2,1,1,2
32,362,4,1,5,3,3,2
23,62,4,1,3,,35,2
6,116,5,0,4,,12,2
6,363,4,1,5,,4,
2,123,4,0,3,2,18,
23,147,2,0,2,,33,2
11,47,3,1,3,1,1,1
12,237,3,1,5,,7,2
2,62,4,0,3,,7,
2,283,4,0,3,,7,
11,2124,2,0,2,1,3,1
11,237,4,1,5,5,12,2
1,427,5,0,6,3,12,
11,436,5,0,4,3,12,
23,218,4,2,6,8,2,2
11,1700,3,0,2,2,12,
11,79,4,0,4,,12,1
18,860,8,0,6,,2,
2,81,4,1,3,,7,
23,93,4,0,3,,7,
11,99,4,1,3,3,12,
28,2020,,,,,53,3
23,115,4,0,2,,48,3
28,1229,,,,,53,
10,810,6,0,8,6,2,2
2,373,3,1,3,,18,
18,14,4,1,5,2,12,
28,669,,,,,53,3
28,2125,,,,,53,3
28,582,,,,,53,3
1,664,6,0,6,,12,2
6,666,6,0,6,,2,2
28,968,7,0,9,,2,2
28,2126,1,0,,,57,3
28,1360,,,,,53,3
28,342,6,0,6,,2,3
2,178,5,0,5,,19,2
23,35,5,0,6,,21,1
2,81,3,1,3,,18,
2,144,3,1,2,,7,2
23,441,3,1,4,,12,2
18,226,5,0,5,,10,2
18,1230,4,1,4,,2,3
18,544,3,0,2,2,12,3
11,170,4,1,4,2,3,2
5,2127,3,0,2,2,14,3
4,94,6,0,4,,9,2
31,1511,3,1,3,2,16,1
16,2128,3,1,2,2,3,2
5,2129,3,1,3,2,12,3
4,126,3,0,3,2,12,
4,,3,0,2,2,12,1
2,245,2,1,3,1,12,2
2,116,3,1,3,1,12,2
54,931,1,0,1,1,3,2
16,20,3,0,2,2,3,
3,116,4,1,3,2,12,2
2,386,2,1,3,1,12,1
14,126,3,0,3,2,16,1
11,1091,4,1,4,2,12,2
18,20,3,1,2,2,12,3
5,71,3,0,2,2,12,2
18,1291,4,0,2,2,12,
15,2130,3,0,3,2,12,
15,2131,3,0,3,3,12,3
14,620,3,0,2,2,3,1
16,9,6,0,4,,18,2
33,145,4,2,5,,9,2
16,520,3,1,3,2,3,3
16,383,3,0,2,2,14,3
38,27,5,0,3,8,4,1
15,626,3,0,2,1,11,2
38,123,5,0,3,,18,2
10,208,,,,,60,
27,393,3,0,2,1,1,2
33,273,11,0,13,8,9,1
27,934,2,0,2,2,14,2
33,372,7,0,5,3,8,2
33,2,9,1,10,10,2,
16,245,4,0,4,,7,2
25,194,3,0,2,,6,2
48,356,2,0,2,2,1,2
38,242,4,1,3,,7,2
20,466,2,1,2,1,3,1
4,66,5,0,3,,18,2
2,1654,6,1,7,,2,1
11,200,4,1,6,,8,2
25,116,2,0,2,,1,1
34,90,1,0,1,,1,1
11,51,5,1,6,,9,2
23,17,3,0,3,,33,2
32,1722,3,0,2,1,1,2
17,129,2,0,2,1,12,
11,185,4,1,,4,43,2
11,44,4,2,,4,43,2
11,95,4,1,6,3,12,2
2,335,5,1,6,,4,2
19,2132,4,1,5,,34,2
38,180,5,0,6,,2,2
15,285,3,0,2,1,3,1
27,339,3,0,2,1,14,2
27,736,3,0,2,1,3,2
27,187,3,0,2,1,14,2
27,472,3,0,2,1,3,3
20,123,3,1,3,2,3,2
11,47,1,0,1,1,45,2
14,2133,3,0,2,3,14,1
19,176,5,1,6,,2,2
33,10,3,1,4,2,28,2
25,526,3,0,2,2,1,1
23,51,5,2,6,4,19,2
26,400,,,1,,61,1
22,90,3,0,2,2,1,3
23,300,1,0,1,,1,1
16,210,4,0,3,1,28,3
15,78,3,2,4,3,3,2
5,97,1,1,1,1,1,1
29,71,3,0,2,1,1,
15,392,3,1,2,2,3,1
33,213,3,0,2,,12,2
15,806,3,1,2,2,3,1
4,493,4,1,3,4,7,3
4,590,2,0,2,1,14,2
4,339,2,1,2,1,6,3
14,1418,4,0,4,2,13,2
4,137,6,0,3,2,20,2
14,2134,6,0,6,2,13,2
4,850,5,1,6,4,9,2
4,1739,4,0,3,2,7,2
4,242,4,0,2,2,7,2
4,1158,8,1,9,5,8,1
4,971,3,0,2,1,3,3
4,341,3,1,3,2,7,3
4,2135,3,0,2,2,14,3
4,222,5,0,3,2,7,2
4,393,3,0,2,1,6,2
4,552,3,0,2,1,6,3
4,133,3,0,2,1,3,3
4,1666,4,0,2,2,5,3
4,339,2,0,2,1,3,2
4,546,3,0,2,1,6,3
4,113,5,1,6,6,34,2
4,1666,4,0,3,2,7,2
4,318,5,0,3,2,44,2
4,693,3,0,2,2,15,3
4,2136,5,2,4,4,2,2
4,435,5,0,3,2,7,3
25,446,3,0,3,2,14,1
4,474,3,0,1,1,6,2
4,357,3,0,2,2,14,2
15,493,3,0,2,2,3,2
5,90,3,0,3,2,3,
16,2137,3,0,2,,3,3
32,96,5,0,5,6,12,
49,90,3,0,2,2,15,3
5,705,3,0,2,2,12,
4,251,4,0,3,2,7,2
4,133,3,0,2,2,13,2
4,,3,0,3,1,16,3
4,,2,0,2,1,16,3
38,43,5,0,5,5,4,2
7,107,,,,,53,
29,564,3,0,2,1,3,3
4,1800,3,0,2,2,3,3
4,645,3,0,2,,14,2
34,109,5,1,6,4,9,2
11,1,3,0,2,2,1,1
11,37,2,0,2,2,1,1
11,1202,1,0,1,1,1,1
18,2138,3,1,2,2,12,3
15,2139,3,0,3,2,12,3
18,20,3,0,2,2,12,3
15,2140,3,0,3,3,12,
23,77,4,0,3,2,7,2
60,177,4,0,3,2,7,2
1,2141,3,1,4,2,16,3
25,54,2,0,2,,16,3
25,1579,4,1,5,,16,3
1,95,4,1,5,2,3,1
23,17,3,0,3,2,35,1
24,9,2,1,3,2,11,1
25,378,3,1,4,2,16,2
25,88,4,2,5,,16,2
25,35,3,2,4,2,16,2
25,1237,3,1,5,,16,3
28,428,,,,,38,3
25,35,4,1,5,,16,1
4,512,4,0,3,,18,1
61,474,3,0,2,,68,2
4,213,5,0,5,1,37,1
15,357,3,0,2,2,1,2
7,52,3,0,2,2,14,1
27,1534,3,0,2,,68,2
5,251,3,1,3,2,14,1
5,43,5,0,4,,20,2
38,71,3,0,2,2,35,2
5,90,2,1,2,,36,1
15,160,4,0,4,,12,3
5,179,3,1,4,2,29,1
29,384,3,0,2,2,14,1
15,923,2,0,1,1,15,1
5,94,5,1,4,,22,2
1,392,1,0,1,,1,
18,4,2,0,2,1,3,1
29,213,3,0,2,1,1,1
29,133,1,0,2,1,1,3
4,938,3,0,2,1,1,
11,356,2,0,3,1,3,
15,323,2,2,2,2,15,3
4,242,4,0,2,2,7,2
33,1,6,0,5,4,20,3
83,392,4,0,3,,38,
34,393,,,,,61,1
11,247,2,0,2,2,11,1
5,285,3,0,2,1,12,2
16,396,3,0,3,,20,2
16,116,5,0,4,,20,2
42,77,5,1,5,,44,2
16,277,3,0,2,,20,3
17,693,2,0,2,1,12,2
16,38,5,0,5,,13,1
16,1,5,0,4,,13,1
16,3,5,0,4,,13,1
16,70,6,0,4,,13,2
4,397,3,0,2,1,12,2
4,17,5,0,4,2,13,3
4,149,4,0,3,2,7,2
5,678,4,0,4,3,3,3
25,94,3,0,2,2,16,1
43,392,3,0,2,1,12,1
43,187,3,0,2,1,3,4
43,357,3,0,2,1,3,2
43,71,3,0,2,1,3,2
43,645,3,0,2,1,12,1
43,282,3,0,2,1,3,2
43,41,3,0,2,2,12,1
13,213,1,0,1,,11,1
23,213,3,0,,1,12,1
23,4,3,0,2,1,12,1
43,2044,3,0,2,2,3,1
43,300,3,0,2,1,3,2
43,108,3,0,2,2,12,2
43,116,3,0,2,2,12,2
43,392,3,0,2,1,3,2
13,219,2,0,2,1,11,2
43,512,2,0,2,1,3,2
10,88,6,0,4,5,10,
22,25,3,1,2,2,12,2
20,282,3,0,2,1,16,1
22,511,4,0,2,2,3,2
43,20,3,0,2,1,3,1
47,1029,2,0,2,1,11,1
23,181,4,0,3,,18,2
15,38,2,2,2,2,15,2
23,2142,,,,,38,
27,222,4,0,3,2,7,3
45,544,2,0,1,,12,1
45,53,3,0,2,2,12,2
45,250,3,1,2,2,12,1
45,250,4,0,3,,7,2
1,191,3,0,2,1,11,1
56,247,5,0,3,,38,1
5,190,3,0,2,1,14,2
23,160,4,0,3,,7,
11,47,4,0,3,2,12,
32,390,2,1,2,2,3,2
24,202,3,1,5,2,3,1
24,95,3,1,5,3,3,2
24,115,2,0,3,1,14,1
24,2143,5,1,6,3,29,2
37,336,4,1,3,,51,2
16,41,4,0,2,,18,2
3,520,3,0,2,2,12,2
56,54,4,1,5,,4,1
9,2144,1,0,1,1,11,1
25,2145,2,0,1,,11,1
1,180,3,1,4,,1,2
1,116,3,1,4,2,1,1
2,1161,,,,,38,
1,458,2,0,2,1,3,1
14,515,2,0,2,,1,
20,188,3,0,2,1,12,2
12,93,3,1,3,,18,2
32,443,3,0,2,2,12,2
20,71,3,0,2,1,12,1
45,20,2,0,1,1,12,1
21,123,1,1,2,1,1,2
19,114,5,0,5,,4,2
20,731,3,1,3,,12,1
20,21,3,0,2,1,14,2
12,80,2,0,1,2,12,1
20,21,3,0,2,1,12,2
32,38,3,1,3,2,12,1
32,66,3,0,2,2,12,2
16,108,3,0,3,2,18,1
15,18,3,1,4,4,3,2
16,44,5,1,5,4,4,2
8,90,3,0,2,1,1,2
21,108,2,0,2,1,12,1
49,554,3,0,2,1,14,2
49,512,2,0,2,2,3,3
29,25,2,0,2,1,12,1
7,282,2,1,2,1,12,2
21,1036,,,,,12,
34,357,1,0,1,1,1,1
34,1,3,1,3,,1,
23,38,2,0,2,1,12,2
25,532,1,0,1,1,1,1
13,1,2,1,2,1,11,2
11,123,3,1,4,,3,1
11,9,3,1,4,3,3,2
34,149,3,0,2,1,16,1
11,2146,4,1,3,2,12,
34,285,1,0,1,1,1,1
16,2147,3,0,2,6,28,2
16,397,3,0,2,1,6,2
1,611,1,0,1,1,11,2
11,392,3,0,2,1,14,2
47,529,1,0,1,,1,1
11,4,4,0,4,2,12,1
22,21,3,1,2,1,1,3
22,300,3,0,2,2,1,3
21,378,4,1,5,4,16,2
21,642,4,1,5,4,16,2
21,95,2,1,3,1,16,2
21,321,2,1,3,1,16,2
21,436,3,1,4,3,11,1
21,238,2,1,3,1,11,1
21,18,1,0,2,1,16,1
21,43,2,0,3,1,16,2
25,526,3,0,2,,1,1
21,7,2,1,3,1,11,2
4,249,3,0,2,1,6,2
20,631,2,1,2,1,12,3
4,702,3,0,2,,12,1
11,2148,4,1,5,3,3,1
18,397,1,0,1,,1,1
15,255,2,0,2,1,1,1
15,213,2,0,2,1,1,1
15,512,3,0,2,2,1,2
15,122,3,0,2,2,1,2
24,2149,1,1,1,,48,
24,2149,1,1,1,,48,
24,2149,1,1,1,,48,
24,2150,1,0,1,,48,
24,2150,1,0,1,,48,
24,2150,1,0,1,,48,
11,2151,4,1,6,2,12,2
22,400,4,0,2,2,14,2
11,17,4,1,4,2,12,2
11,17,4,1,4,2,12,2
11,2152,4,1,5,2,12,2
11,2153,4,1,4,2,12,2
16,357,4,0,3,2,74,2
8,27,5,0,5,4,4,2
11,78,3,0,2,1,12,
14,129,3,0,2,1,14,3
11,176,4,2,6,3,12,
11,242,2,0,2,,11,1
3,129,3,0,2,2,3,1
56,80,5,0,4,3,4,
45,410,4,0,4,,12,
11,176,4,1,6,3,12,
20,50,3,1,4,2,12,3
8,397,3,0,2,1,12,1
4,454,3,0,2,1,14,2
11,38,4,1,3,,3,1
15,679,2,0,1,2,11,2
11,35,4,2,6,3,12,
11,392,2,0,2,,12,2
15,71,3,1,4,2,14,3
33,34,5,1,7,3,8,2
29,188,1,0,1,1,14,1
29,2154,3,0,2,1,14,1
29,392,3,0,2,1,14,1
4,340,3,0,2,1,14,2
7,93,4,1,5,2,3,1
51,190,3,0,2,2,12,2
29,108,4,0,2,2,14,2
14,282,3,0,2,2,14,2
27,277,3,0,2,1,14,2
4,472,3,0,2,3,14,2
4,393,3,0,2,1,14,2
14,133,2,0,2,1,14,2
7,129,3,0,2,1,3,2
7,187,2,0,1,1,14,2
34,416,4,2,6,3,12,
9,90,1,0,1,1,11,2
11,43,4,1,4,2,12,
11,477,3,0,2,2,12,
4,2155,4,0,3,2,5,3
17,2156,4,0,3,2,7,3
5,2157,6,0,6,2,22,2
4,2155,4,0,3,2,9,2
4,2158,4,0,3,,7,3
15,2159,5,1,4,,9,3
45,2160,2,0,1,,14,1
17,2157,4,0,3,4,19,3
5,2161,6,0,6,,13,2
5,2162,5,0,4,,13,3
15,2163,1,0,2,,11,1
11,244,3,0,2,,14,1
11,362,4,1,3,,12,2
1,238,4,2,5,,12,
6,66,3,0,2,1,3,2
11,174,3,1,3,2,12,
11,405,4,1,6,3,12,
1,2164,4,1,6,,11,1
24,70,2,2,4,2,3,1
1,45,4,1,4,,1,1
1,235,2,1,2,,11,1
1,115,2,0,2,,1,
1,93,3,1,3,2,1,
3,213,3,0,2,2,3,2
15,21,3,1,4,1,12,1
11,19,3,1,4,,12,1
14,247,3,0,2,2,12,3
33,213,4,0,4,,2,
34,864,1,0,1,,11,1
33,282,,,,,1,
11,6,4,1,5,2,78,2
11,111,3,0,2,1,14,1
28,155,,,,,57,3
4,54,,,,,84,
20,392,3,0,2,2,14,1
20,297,3,1,3,2,3,2
20,259,3,1,3,2,3,1
20,231,3,1,3,2,3,1
48,628,2,0,2,2,1,1
43,1092,,,,,38,
4,2165,,,,,38,
5,2166,,,,,38,
59,2167,,,,,38,
11,435,3,0,2,1,12,
21,336,1,1,1,1,1,
41,50,1,1,1,1,12,
25,420,2,0,2,,1,
9,2168,5,0,5,3,18,1
4,149,4,0,3,,7,2
12,10,3,0,3,2,13,2
45,62,5,0,6,,13,1
30,249,3,0,2,1,6,
2,14,6,0,6,,2,3
22,187,4,0,2,2,14,2
55,40,4,1,4,2,18,
11,62,,,,,12,
21,2169,1,0,1,,1,
1,2170,2,0,2,,1,
1,2171,2,0,2,,16,2
1,79,,,,,16,2
21,107,3,1,4,2,1,3
11,2172,,,,,38,
28,428,,,,,38,
47,2173,,,,,38,
48,787,3,0,2,1,6,2
3,123,3,1,3,,12,1
14,38,5,0,4,2,13,3
14,74,4,1,4,,13,2
18,19,2,0,1,,12,1
1,461,2,0,1,,11,1
34,17,2,0,2,1,16,1
34,2174,1,0,1,1,11,1
34,2175,1,1,1,1,11,1
34,1154,1,1,1,1,1,1
4,1574,3,0,2,,12,
14,79,4,1,6,,13,3
6,25,3,0,2,,12,
34,1354,3,1,3,3,12,1
15,512,4,0,3,3,3,2
6,267,4,1,4,5,10,1
16,116,4,0,3,,19,2
3,364,1,0,1,2,1,1
3,108,2,0,2,,1,1
3,52,3,0,2,1,12,
30,512,3,0,2,2,12,2
64,972,3,0,2,1,68,
10,17,4,0,3,2,3,2
15,116,3,1,4,2,15,2
5,106,4,1,5,,2,2
24,241,3,1,3,1,14,2
24,512,3,1,3,1,14,2
30,442,6,0,5,,70,2
5,251,3,1,2,2,3,3
4,2086,3,0,2,1,3,1
4,299,3,0,2,1,14,1
4,433,3,0,2,2,14,3
4,507,3,0,2,,28,
3,108,3,1,3,3,12,2
5,37,3,1,3,2,1,2
57,1650,3,1,3,,7,2
15,219,2,0,2,2,11,1
10,1,3,1,3,2,3,
10,95,4,1,4,5,12,2
10,81,3,0,3,2,43,
10,375,,,3,2,43,
33,200,5,2,8,,37,2
31,399,3,0,2,2,16,2
32,65,3,1,2,2,14,2
64,971,3,0,2,1,6,2
16,8,3,0,2,1,6,2
64,546,3,0,1,1,36,2
3,300,3,0,2,1,14,2
5,53,3,0,2,,12,4
33,190,2,0,1,1,11,3
30,277,3,0,2,2,39,
16,183,5,1,4,,20,2
16,807,3,0,2,,28,
16,149,3,2,2,6,26,
16,66,4,1,3,4,7,
12,31,3,0,3,2,12,1
14,129,3,0,2,1,14,2
12,27,6,1,6,,13,2
4,1668,4,0,3,,18,2
55,2176,5,0,5,,7,2
55,145,,,,,4,
24,134,3,0,2,1,12,
1,181,2,0,2,2,1,2
27,20,3,0,2,1,14,2
11,495,3,1,3,2,12,1
11,52,2,0,2,1,12,1
11,449,3,0,2,1,3,1
8,1105,6,1,5,,2,2
16,520,3,0,2,,28,1
4,448,3,0,2,,14,2
6,17,5,0,3,,7,2
11,102,4,1,6,3,12,
28,1751,,,,,38,4
27,61,3,1,3,2,12,2
27,111,3,1,3,4,12,2
27,41,3,1,3,3,12,2
27,41,3,1,3,2,12,2
27,242,3,1,3,2,12,2
27,77,5,0,4,2,13,3
27,43,5,0,4,2,13,3
27,52,3,1,3,4,12,2
8,6,5,0,3,4,2,3
22,448,3,0,2,,33,2
22,236,3,1,2,2,1,2
8,177,4,0,4,4,18,2
8,47,5,1,3,2,39,2
8,116,5,0,4,2,20,2
27,43,4,1,4,4,20,2
19,520,3,0,2,1,11,2
11,197,4,1,4,3,12,2
11,477,4,2,4,3,12,2
8,202,5,0,5,4,9,2
14,509,2,0,2,1,1,1
16,385,3,0,2,,12,4
25,109,4,1,4,1,3,1
16,396,3,0,2,2,26,2
11,17,3,1,4,2,12,1
11,4,2,0,2,1,11,1
11,38,2,0,2,1,16,1
31,26,3,0,2,1,12,2
61,213,3,0,2,1,12,3
61,213,3,0,2,1,12,3
61,213,3,0,2,1,12,3
20,231,3,0,3,3,12,2
57,90,2,0,2,2,1,2
1,2177,3,1,5,,12,1
4,1318,2,1,2,1,3,2
4,129,3,1,2,2,3,2
4,449,4,0,3,2,33,1
4,74,4,0,3,,18,3
22,392,3,0,2,2,12,2
22,341,3,1,3,2,12,1
22,53,3,0,2,2,12,2
22,635,3,1,4,2,12,2
17,194,3,0,2,,12,3
10,147,4,0,2,1,12,1
22,300,1,0,1,5,16,2
38,213,4,0,2,,54,
45,207,2,0,1,1,12,1
45,282,3,0,2,2,12,2
45,80,3,1,2,2,12,1
45,357,2,0,1,2,12,1
16,454,2,0,2,2,7,2
16,512,8,0,3,2,40,3
16,918,4,0,2,2,26,2
16,512,3,0,2,2,26,2
16,2178,4,0,3,2,19,2
16,9,6,0,4,5,19,1
15,61,2,2,2,2,15,3
30,339,3,0,2,1,28,2
16,300,3,0,2,2,1,
16,134,3,0,2,3,1,2
16,635,3,0,2,2,1,2
16,4,4,0,3,3,7,2
40,190,3,0,2,1,11,1
16,285,4,0,2,2,26,2
16,87,4,0,3,4,5,1
16,19,4,0,3,,7,1
16,1,4,0,3,4,7,2
16,110,8,0,2,4,26,2
11,436,4,1,5,3,3,2
16,40,4,0,3,2,7,2
19,300,2,0,2,,18,3
19,512,3,0,2,,18,2
18,2179,2,0,2,2,17,2
28,44,,,,,60,
33,115,3,1,3,2,12,1
24,1,2,0,2,,3,1
11,93,3,1,,3,16,2
1,2180,3,0,2,1,12,2
1,2181,3,0,2,1,12,1
22,934,3,0,2,1,12,1
18,17,2,0,2,2,16,1
18,34,2,1,2,2,17,1
33,18,3,1,4,2,3,1
1,2182,2,0,2,1,12,1
50,123,5,1,3,,18,1
49,1,3,1,4,1,12,1
9,4,4,0,3,2,18,
18,123,2,0,2,3,1,1
4,249,3,0,2,1,12,3
33,47,3,1,2,1,12,2
11,52,3,1,3,2,14,1
11,23,3,1,5,,3,1
25,591,1,0,1,,1,
5,95,5,0,4,,44,2
11,461,3,0,2,1,11,1
33,336,3,1,3,2,12,1
24,250,1,1,2,,1,1
1,622,5,0,6,2,11,2
20,80,3,0,3,2,12,3
20,297,3,1,3,2,12,2
20,80,3,0,3,3,12,3
16,43,4,1,3,,19,2
20,173,4,0,3,,29,1
20,512,3,0,3,2,3,1
20,66,3,1,3,2,3,2
20,47,3,1,3,,3,2
20,39,3,1,3,,12,2
20,341,2,1,2,2,12,2
20,620,3,0,2,1,11,3
20,90,3,0,2,1,12,2
22,20,3,0,2,2,16,3
22,285,3,0,2,2,16,2
22,8,2,0,2,2,16,3
22,544,3,0,2,2,16,3
20,90,3,0,2,1,11,3
16,70,5,0,4,2,13,2
61,392,4,0,3,2,7,1
16,1,5,0,5,,13,2
24,116,1,0,1,,1,1
1,123,2,0,1,,1,1
1,17,1,1,1,,1,1
24,47,3,0,2,,11,1
1,27,4,2,5,2,1,2
47,197,2,1,2,,11,2
43,512,,,2,1,1,1
1,2183,3,0,2,1,11,1
10,88,,,,,38,
5,79,3,1,4,3,12,3
5,625,3,0,2,2,14,1
4,603,3,1,2,,35,2
4,826,4,0,3,,7,2
14,134,3,1,3,,18,
5,673,3,0,2,1,28,2
23,536,4,1,4,3,12,2
13,38,3,0,2,2,14,1
13,38,3,0,2,2,14,1
24,250,1,1,,,1,1
5,4,3,0,2,2,1,2
49,90,3,0,2,2,12,
5,385,3,0,3,2,12,
4,,3,0,2,,12,
17,357,2,1,2,,1,
14,126,3,0,3,2,1,
14,271,2,0,2,,1,1
34,726,1,0,1,,16,1
54,474,1,0,1,1,12,2
5,247,3,0,2,2,1,2
4,2184,4,0,3,2,18,3
5,241,2,0,2,2,1,2
12,401,2,1,3,2,3,2
4,250,4,0,3,2,7,2
15,271,3,0,2,1,11,2
23,240,5,0,5,,2,1
4,190,3,0,2,1,1,1
23,200,5,0,5,,10,2
32,1318,3,0,2,1,11,3
11,323,4,1,4,2,12,1
9,2185,5,2,6,4,12,2
1,2186,3,2,4,,12,1
23,274,3,2,4,3,12,2
1,169,2,0,2,2,14,1
43,512,2,0,2,1,12,2
11,45,4,2,5,,12,1
1,1516,3,2,4,2,12,2
4,242,4,0,3,2,7,2
4,693,1,1,2,1,11,2
2,810,5,2,6,4,8,3
7,240,6,1,6,,10,2
23,240,4,2,4,,10,2
43,195,6,0,5,4,8,2
7,180,5,1,6,3,8,2
10,91,5,2,8,,10,2
7,427,5,1,6,,10,2
2,167,5,2,4,,8,2
23,38,3,0,2,1,12,
23,231,3,0,2,1,12,
28,208,4,2,5,5,8,1
2,810,4,0,4,,10,1
10,192,10,0,7,,59,2
4,611,4,0,3,,5,2
4,453,4,0,3,,7,2
38,43,5,0,3,,19,2
43,71,3,0,2,,12,1
29,25,3,0,2,,14,1
23,1016,,,,,14,1
43,21,3,0,2,,12,1
22,1135,3,0,2,2,12,
5,231,3,1,2,2,12,2
11,1847,3,0,2,,1,
1,298,4,1,5,2,12,1
8,116,5,0,4,,20,1
8,286,5,0,4,,9,2
25,3,2,0,2,,11,2
25,3,2,0,2,,11,1
15,19,3,1,4,4,15,3
1,6,2,0,1,2,1,2
1,378,3,0,3,2,1,2
4,386,5,0,3,,7,2
4,657,4,0,3,,7,2
4,40,6,0,3,,20,2
4,65,4,0,3,,7,2
4,149,4,0,3,,7,2
4,40,7,0,4,2,7,2
5,251,3,1,2,2,3,3
5,18,4,2,4,4,34,2
14,723,3,0,2,2,11,2
22,392,3,0,2,2,12,
16,21,3,0,2,2,62,
27,392,3,0,2,2,48,2
32,129,3,0,2,2,1,2
16,2025,3,0,2,1,12,
14,512,3,0,2,2,14,3
39,2044,3,0,4,1,11,3
39,282,2,0,2,1,11,3
17,115,5,0,4,,37,2
16,392,3,0,2,,18,2
4,1,2,1,2,2,28,2
15,443,3,0,2,2,12,2
15,111,3,0,2,2,12,2
13,213,1,0,1,,11,2
18,149,1,0,1,1,1,1
24,10,1,0,1,1,1,1
18,393,1,0,1,,11,1
10,13,6,1,6,2,10,2
10,226,7,1,6,6,8,2
4,285,3,0,2,2,14,2
16,693,3,0,2,2,3,
20,396,3,0,2,2,1,
4,512,3,0,2,2,14,2
4,71,3,0,2,2,14,2
4,128,3,0,2,2,14,2
4,213,2,0,2,1,14,3
4,65,3,0,2,2,14,3
4,576,3,0,3,2,14,2
1,2187,3,1,4,,12,1
40,627,3,0,2,,14,1
40,236,3,1,2,1,14,2
11,708,4,1,4,2,12,1
4,296,3,0,2,1,35,2
1,19,3,0,2,1,1,2
22,511,3,1,2,1,3,2
15,448,1,0,2,1,11,1
11,2188,3,1,5,3,3,2
17,231,3,0,2,1,3,2
32,431,2,0,2,2,3,2
41,115,2,0,2,2,3,2
14,10,4,1,5,2,37,3
11,208,5,0,5,3,43,2
11,167,5,0,5,3,85,2
11,662,4,1,5,3,67,1
11,114,3,1,5,3,3,2
11,281,3,1,5,3,3,2
41,2189,4,1,5,3,3,2
41,61,1,0,1,1,3,2
41,40,1,0,1,1,14,2
41,2190,2,1,2,2,14,2
41,256,1,1,1,1,14,2
41,47,1,0,1,1,14,2
41,222,1,0,1,1,3,2
30,185,6,0,7,3,10,1
41,2191,1,1,1,1,12,2
29,54,4,1,4,,10,1
30,185,6,0,7,3,2,2
41,40,1,0,1,1,12,2
29,93,4,0,3,,9,2
17,116,5,1,5,3,13,3
29,250,5,0,3,,7,3
32,160,3,1,5,3,12,2
32,2192,3,1,3,2,3,2
4,725,3,0,2,2,14,2
15,,2,0,2,1,14,2
14,1203,2,1,2,2,17,2
6,108,3,0,2,2,12,1
6,3,2,1,2,2,3,2
5,90,3,0,2,1,28,2
5,300,2,0,2,1,36,2
5,299,3,0,2,1,28,1
23,124,5,1,6,10,2,1
6,34,5,0,3,5,18,1
2,481,5,0,5,,2,1
29,26,3,0,2,1,12,2
34,54,4,1,5,3,14,1
41,291,4,1,5,3,43,3
19,604,3,0,,,49,
5,509,2,0,2,,28,2
25,77,3,1,3,2,3,1
4,129,2,1,2,,1,2
6,145,2,1,2,2,1,2
6,18,2,1,2,2,1,2
5,400,2,1,2,1,28,2
5,129,3,0,2,2,12,
1,260,2,0,2,,11,1
40,51,5,0,5,,9,3
1,77,3,0,4,2,12,2
2,14,6,1,7,3,8,2
18,357,2,1,2,,12,2
11,17,3,1,3,2,3,2
11,522,2,0,2,1,16,1
1,114,2,1,2,2,17,1
24,14,6,0,6,,2,
42,79,4,1,4,,33,2
33,65,2,0,2,,16,2
33,826,3,0,2,,16,2
1,567,3,1,4,,12,2
2,904,5,2,5,,2,
11,202,6,0,6,,8,3
20,134,3,0,2,1,12,1
16,454,3,0,2,,12,3
16,400,3,0,2,1,3,2
16,190,3,0,2,,12,3
16,78,5,1,4,,13,2
17,456,3,0,2,1,12,3
20,384,3,1,2,2,12,2
16,357,3,1,2,1,36,3
22,219,4,0,2,2,3,2
16,400,3,0,2,2,14,2
16,1078,3,0,2,1,6,3
20,244,3,1,2,2,3,2
40,213,3,0,2,,18,2
16,277,3,0,2,2,12,3
22,544,3,0,2,2,1,3
17,52,4,0,3,,7,2
17,247,5,0,2,,7,3
17,10,5,0,4,,19,2
16,93,5,1,6,,4,2
16,245,5,1,2,,18,2
16,20,3,0,2,1,16,2
16,80,3,1,3,3,7,2
2,442,5,1,6,,2,2
34,298,5,1,6,,9,2
20,655,3,0,2,1,11,2
20,472,2,0,2,1,11,2
9,2193,3,1,4,,12,2
4,27,6,0,5,,4,2
11,36,5,1,5,3,3,1
8,25,3,0,2,,1,1
31,52,3,0,2,2,1,2
4,62,5,0,5,3,9,2
5,469,3,0,2,2,14,3
16,300,4,0,2,2,3,2
2,144,4,1,5,,43,
11,5,4,2,6,7,12,
11,273,5,2,6,,12,
5,217,3,0,2,2,14,3
5,512,4,0,2,3,3,3
29,311,6,0,6,,4,1
5,673,3,0,2,2,14,2
20,472,3,0,2,1,14,2
29,517,3,0,2,1,6,2
21,38,4,0,3,1,14,2
29,1682,6,1,7,,8,
11,27,3,1,5,3,3,2
46,10,3,1,4,,3,1
6,738,7,0,7,,10,2
11,7,4,0,4,2,12,2
20,512,3,0,2,2,12,2
11,19,3,1,4,2,12,
5,52,3,1,3,2,12,4
5,242,3,1,3,2,12,1
11,231,3,0,2,,3,2
1,2194,1,1,1,1,11,2
2,647,6,0,4,5,2,2
23,19,2,0,2,1,14,2
10,197,3,1,4,1,14,2
10,107,4,1,5,,14,2
2,2195,4,1,7,4,8,2
59,88,5,2,8,6,2,2
